,seconds_elapsed,relativeAltitude,pressure
0,6.92677,1.923614501953125,996.5596771240234
1,6.93677,1.923614501953125,996.5596771240234
2,6.94677,1.923614501953125,996.5596771240234
3,6.95677,1.923614501953125,996.5596771240234
4,6.96677,1.923614501953125,996.5596771240234
5,6.97677,1.923614501953125,996.5596771240234
6,6.98677,1.923614501953125,996.5596771240234
7,6.99677,1.923614501953125,996.5596771240234
8,7.00677,1.923614501953125,996.5596771240234
9,7.01677,1.923614501953125,996.5596771240234
10,7.02677,1.9261868734772942,996.5593730356819
11,7.03677,1.9292727621986239,996.5590082428148
12,7.04677,1.9323586509199535,996.5586434499477
13,7.05677,1.9354445396412832,996.5582786570806
14,7.06677,1.9385304283626126,996.5579138642134
15,7.07677,1.941616317083942,996.5575490713463
16,7.08677,1.9447022058052716,996.5571842784792
17,7.09677,1.9477880945266013,996.5568194856121
18,7.10677,1.950873983247931,996.556454692745
19,7.11677,1.9539598719692604,996.5560898998779
20,7.12677,1.9570457606905898,996.5557251070107
21,7.13677,1.9601316494119196,996.5553603141436
22,7.14677,1.963217538133249,996.5549955212766
23,7.15677,1.9663034268545787,996.5546307284095
24,7.16677,1.9693893155759081,996.5542659355424
25,7.17677,1.972475204297238,996.5539011426753
26,7.18677,1.9755610930185674,996.5535363498082
27,7.19677,1.9786469817398968,996.553171556941
28,7.20677,1.9817328704612265,996.5528067640739
29,7.21677,1.9848187591825561,996.5524419712068
30,7.22677,1.9879046479038858,996.5520771783397
31,7.23677,1.9909905366252152,996.5517123854726
32,7.24677,1.9940764253465446,996.5513475926055
33,7.25677,1.9971623140678745,996.5509827997384
34,7.26677,2.000248202789204,996.5506180068713
35,7.27677,2.0033340915105335,996.5502532140042
36,7.28677,2.006419980231863,996.5498884211371
37,7.29677,2.009505868953193,996.54952362827
38,7.30677,2.0125917576745223,996.5491588354029
39,7.31677,2.0156776463958517,996.5487940425357
40,7.32677,2.018763535117181,996.5484292496686
41,7.33677,2.0218494238385105,996.5480644568015
42,7.34677,2.0249353125598404,996.5476996639344
43,7.35677,2.02802120128117,996.5473348710673
44,7.36677,2.0311070900024997,996.5469700782003
45,7.37677,2.034192978723829,996.5466052853332
46,7.38677,2.037278867445159,996.546240492466
47,7.39677,2.0403647561664884,996.5458756995989
48,7.40677,2.043450644887818,996.5455109067318
49,7.41677,2.0465365336091472,996.5451461138647
50,7.42677,2.049622422330477,996.5447813209976
51,7.43677,2.0527083110518065,996.5444165281305
52,7.44677,2.055794199773136,996.5440517352633
53,7.45677,2.0588800884944654,996.5436869423962
54,7.46677,2.061965977215795,996.5433221495291
55,7.47677,2.0650518659371246,996.5429573566621
56,7.48677,2.0681377546584545,996.542592563795
57,7.49677,2.071223643379784,996.5422277709279
58,7.50677,2.074309532101114,996.5418629780607
59,7.51677,2.077395420822443,996.5414981851936
60,7.52677,2.0804813095437726,996.5411333923265
61,7.53677,2.083567198265102,996.5407685994594
62,7.54677,2.086653086986432,996.5404038065923
63,7.55677,2.0897389757077613,996.5400390137252
64,7.56677,2.0928248644290908,996.539674220858
65,7.57677,2.09591075315042,996.5393094279909
66,7.58677,2.09899664187175,996.5389446351239
67,7.59677,2.1020825305930795,996.5385798422568
68,7.60677,2.105168419314409,996.5382150493897
69,7.61677,2.1082543080357388,996.5378502565226
70,7.62677,2.111340196757068,996.5374854636555
71,7.63677,2.114426085478398,996.5371206707883
72,7.64677,2.1175119741997275,996.5367558779212
73,7.65677,2.120597862921057,996.5363910850541
74,7.66677,2.1236837516423863,996.536026292187
75,7.67677,2.126769640363716,996.5356614993199
76,7.68677,2.1298555290850456,996.5352967064528
77,7.69677,2.132941417806375,996.5349319135858
78,7.70677,2.136027306527705,996.5345671207186
79,7.71677,2.1391131952490343,996.5342023278515
80,7.72677,2.1421990839703637,996.5338375349844
81,7.73677,2.1452849726916936,996.5334727421173
82,7.74677,2.148370861413023,996.5331079492502
83,7.75677,2.151456750134353,996.532743156383
84,7.76677,2.1545426388556823,996.5323783635159
85,7.77677,2.1576285275770117,996.5320135706488
86,7.78677,2.160714416298341,996.5316487777817
87,7.79677,2.163800305019671,996.5312839849146
88,7.80677,2.1668861937410004,996.5309191920476
89,7.81677,2.16997208246233,996.5305543991805
90,7.82677,2.1730579711836593,996.5301896063133
91,7.83677,2.176143859904989,996.5298248134462
92,7.84677,2.1792297486263186,996.5294600205791
93,7.85677,2.1823156373476484,996.529095227712
94,7.86677,2.185401526068978,996.5287304348449
95,7.87677,2.1884874147903073,996.5283656419778
96,7.88677,2.191573303511637,996.5280008491106
97,7.89677,2.1946591922329666,996.5276360562435
98,7.90677,2.197745080954296,996.5272712633764
99,7.91677,2.2008309696756254,996.5269064705094
100,7.92677,2.2039168583969553,996.5265416776423
101,7.93677,2.2070027471182847,996.5261768847752
102,7.94677,2.210088635839614,996.525812091908
103,7.95677,2.213174524560944,996.5254472990409
104,7.96677,2.2162604132822734,996.5250825061738
105,7.97677,2.2193463020036033,996.5247177133067
106,7.98677,2.2224321907249327,996.5243529204396
107,7.99677,2.225518079446262,996.5239881275725
108,8.00677,2.2286039681675915,996.5236233347053
109,8.01677,2.231689856888921,996.5232585418382
110,8.02677,2.23413723040242,996.5229695013921
111,8.03677,2.236246799091706,996.5227205375688
112,8.04677,2.2383563677809923,996.5224715737456
113,8.05677,2.2404659364702786,996.5222226099224
114,8.06677,2.242575505159565,996.5219736460992
115,8.07677,2.244685073848851,996.5217246822759
116,8.08677,2.2467946425381373,996.5214757184527
117,8.09677,2.2489042112274236,996.5212267546295
118,8.10677,2.25101377991671,996.5209777908063
119,8.11677,2.2531233486059965,996.520728826983
120,8.12677,2.2552329172952827,996.5204798631598
121,8.13677,2.257342485984569,996.5202308993366
122,8.14677,2.2594520546738557,996.5199819355133
123,8.15677,2.261561623363142,996.5197329716901
124,8.16677,2.263671192052428,996.5194840078669
125,8.17677,2.2657807607417144,996.5192350440437
126,8.18677,2.2678903294310007,996.5189860802204
127,8.19677,2.2699998981202874,996.5187371163972
128,8.20677,2.2721094668095736,996.518488152574
129,8.21677,2.27421903549886,996.5182391887508
130,8.22677,2.276328604188146,996.5179902249275
131,8.23677,2.2784381728774323,996.5177412611043
132,8.24677,2.2805477415667186,996.5174922972811
133,8.25677,2.282657310256005,996.5172433334579
134,8.26677,2.284766878945291,996.5169943696346
135,8.27677,2.2868764476345778,996.5167454058114
136,8.28677,2.288986016323864,996.5164964419882
137,8.29677,2.2910955850131502,996.5162474781649
138,8.30677,2.2932051537024365,996.5159985143417
139,8.31677,2.295314722391723,996.5157495505185
140,8.32677,2.2974242910810094,996.5155005866953
141,8.33677,2.2995338597702957,996.515251622872
142,8.34677,2.301643428459582,996.5150026590488
143,8.35677,2.303752997148868,996.5147536952256
144,8.36677,2.305862565838155,996.5145047314024
145,8.37677,2.307972134527441,996.5142557675791
146,8.38677,2.3100817032167273,996.5140068037559
147,8.39677,2.3121912719060136,996.5137578399327
148,8.40677,2.3143008405953,996.5135088761095
149,8.41677,2.316410409284586,996.5132599122862
150,8.42677,2.3185199779738723,996.513010948463
151,8.43677,2.3206295466631586,996.5127619846398
152,8.44677,2.3227391153524453,996.5125130208165
153,8.45677,2.3248486840417315,996.5122640569933
154,8.46677,2.3269582527310178,996.5120150931701
155,8.47677,2.3290678214203044,996.5117661293469
156,8.48677,2.3311773901095907,996.5115171655236
157,8.49677,2.333286958798877,996.5112682017004
158,8.50677,2.335396527488163,996.5110192378772
159,8.51677,2.3375060961774494,996.510770274054
160,8.52677,2.339615664866736,996.5105213102307
161,8.53677,2.3417252335560224,996.5102723464075
162,8.54677,2.3438348022453086,996.5100233825843
163,8.55677,2.345944370934595,996.5097744187611
164,8.56677,2.348053939623881,996.5095254549378
165,8.57677,2.3501635083131673,996.5092764911146
166,8.58677,2.3522730770024536,996.5090275272914
167,8.59677,2.35438264569174,996.5087785634681
168,8.60677,2.356492214381026,996.5085295996449
169,8.61677,2.3586017830703128,996.5082806358217
170,8.62677,2.360711351759599,996.5080316719985
171,8.63677,2.3628209204488853,996.5077827081752
172,8.64677,2.364930489138172,996.507533744352
173,8.65677,2.367040057827458,996.5072847805288
174,8.66677,2.3691496265167444,996.5070358167056
175,8.67677,2.3712591952060307,996.5067868528823
176,8.68677,2.373368763895317,996.5065378890591
177,8.69677,2.3754783325846036,996.5062889252359
178,8.70677,2.37758790127389,996.5060399614127
179,8.71677,2.379697469963176,996.5057909975894
180,8.72677,2.3818070386524623,996.5055420337662
181,8.73677,2.3839166073417486,996.505293069943
182,8.74677,2.386026176031035,996.5050441061197
183,8.75677,2.388135744720321,996.5047951422965
184,8.76677,2.3902453134096073,996.5045461784733
185,8.77677,2.392354882098894,996.5042972146501
186,8.78677,2.3944644507881803,996.5040482508268
187,8.79677,2.3965740194774665,996.5037992870036
188,8.80677,2.3986835881667528,996.5035503231804
189,8.81677,2.4007931568560394,996.5033013593572
